symbol,underlying,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
ASTS,ASTS,AST SPACEMOBILE INC,0.0,2734.58449005798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2734.58449005798
QBTS,QBTS,D-WAVE QUANTUM INC,0.0,2597.894247735297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2597.894247735297
IREN,IREN,IREN LTD,0.0,1841.8671107471107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1841.8671107471107
CRWV,CRWV,COREWEAVE INC-CL A,0.0,1152.3774952099088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1152.3774952099088
CLSK,CLSK,CLEANSPARK INC,0.0,818.6613755159004,0.0,0.0,0.0,0.9571915998363337,0.0,0.0,0.0,819.6185671157367
CLSZ,CLSK,TRADR 2X SHRT CLSK DAILY ETF,342.45757941,0.0,0.0,0.0,0.0,-1.02,0.0,0.0,0.0,341.43757941
WEBS,XLK,DIREXION DAILY DOW JONES INT,313.26477971,0.0,0.0,0.0,0.0,-1.06,0.0,0.0,0.0,312.20477971
MSTR,MSTR,STRATEGY INC,0.0,272.5976579595027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.5976579595027
TTXD,XLK,DX D TECH TOP 5 BEAR 2X ETF,245.82998158,0.0,0.0,0.0,0.0,-2.07,0.0,0.0,0.0,243.75998158000002
COIN,COIN,COINBASE GLOBAL INC -CLASS A,0.0,221.17461704553466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.17461704553466
QID,QQQ,PROSHARES ULTRASHORT QQQ,72.44317078,0.0,0.0,0.0,0.0,-0.79,0.0,0.0,0.0,71.65317078
XLK,XLK,SS TECHNOLOGY SELECT SECTOR,0.0,0.0,0.0,0.0,0.0,-0.51,0.0,0.0,0.0,-0.51
DIA,DIA,SS SPDR DOW JONES INDUS AVG,0.0,0.0,0.0,0.0,0.0,-0.525,0.0,0.0,0.0,-0.525
DXD,DIA,PROSHARES ULTRASHORT DOW30,-24.50723037,0.0,0.0,0.0,0.0,-1.6,0.0,0.0,0.0,-26.10723037
SDOW,DIA,PROSHARES ULTPRO SHRT DOW30,-26.86841554,0.0,0.0,0.0,0.0,-0.9299999999999999,0.0,0.0,0.0,-27.79841554
NBIS,NBIS,NEBIUS GROUP NV,0.0,-2398.8908143750027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2398.8908143750027
