run_date,underlying,qty_b1,qty_b2,qty_b4,ledger_total,ibkr_position,diff_ledger_minus_ibkr
2026-06-10,CC,-14523.0,0.0,0.0,-14523.0,0.0,-14523.0
2026-06-10,INV,-1000.0,0.0,0.0,-1000.0,9000.0,-10000.0
2026-06-10,QDEL,9000.0,0.0,0.0,9000.0,17000.0,-8000.0
2026-06-10,JPM,72.0,0.0,0.0,72.0,7648.0,-7576.0
2026-06-10,JILL,-6800.0,0.0,0.0,-6800.0,0.0,-6800.0
2026-06-10,MCHB,516.0,0.0,0.0,516.0,7213.0,-6697.0
2026-06-10,BJRI,-5000.0,0.0,0.0,-5000.0,0.0,-5000.0
2026-06-10,BFF,-4000.0,0.0,0.0,-4000.0,0.0,-4000.0
2026-06-10,HEI.A,1.0,0.0,0.0,1.0,3356.0,-3355.0
2026-06-10,3905,3000.0,0.0,0.0,3000.0,0.0,3000.0
2026-06-10,GPGI,0.5119,0.0,0.0,0.5119,2408.5119,-2408.0
2026-06-10,LBRDK,-2272.0,0.0,0.0,-2272.0,-30.0,-2242.0
2026-06-10,FTRE,500.0,0.0,0.0,500.0,2500.0,-2000.0
2026-06-10,ASO,-1292.0,0.0,0.0,-1292.0,0.0,-1292.0
2026-06-10,LBRDP,-1245.0,0.0,0.0,-1245.0,0.0,-1245.0
2026-06-10,NNEX,-1042.0,0.0,0.0,-1042.0,0.0,-1042.0
2026-06-10,VSTS,-1000.0,0.0,0.0,-1000.0,0.0,-1000.0
2026-06-10,SPHR,-1000.0,0.0,0.0,-1000.0,0.0,-1000.0
2026-06-10,SOLX,-689.0,0.0,0.0,-689.0,0.0,-689.0
2026-06-10,GLIBK,-637.0,0.0,0.0,-637.0,0.0,-637.0
2026-06-10,MCO,2.4213,0.0,0.0,2.4213,623.4213,-621.0
2026-06-10,BLSX,-575.0,0.0,0.0,-575.0,0.0,-575.0
2026-06-10,STRZ,-513.0,0.0,0.0,-513.0,0.0,-513.0
2026-06-10,DASX,-387.0,0.0,0.0,-387.0,0.0,-387.0
2026-06-10,AXP,1.0,0.0,0.0,1.0,365.0,-364.0
2026-06-10,CELT,-338.0,0.0,0.0,-338.0,0.0,-338.0
2026-06-10,DKUP,-277.0,0.0,0.0,-277.0,0.0,-277.0
2026-06-10,BTFL,-185.0,0.0,0.0,-185.0,0.0,-185.0
2026-06-10,MDBX,-145.0,0.0,0.0,-145.0,0.0,-145.0
2026-06-10,GSX,-141.0,0.0,0.0,-141.0,0.0,-141.0
2026-06-10,OPEN,2045.0,0.0,0.0,2045.0,2167.0,-122.0
2026-06-10,FRDU,-113.0,0.0,0.0,-113.0,0.0,-113.0
2026-06-10,AXUP,-101.0,0.0,0.0,-101.0,0.0,-101.0
2026-06-10,DOGD,-75.0,0.0,0.0,-75.0,0.0,-75.0
2026-06-10,MARA,0.0,1899.0,0.0,1899.0,1958.0,-59.0
2026-06-10,SNPX,-46.0,0.0,0.0,-46.0,0.0,-46.0
2026-06-10,AI,0.0,-40.0,0.0,-40.0,0.0,-40.0
2026-06-10,ENPX,-33.0,0.0,0.0,-33.0,0.0,-33.0
2026-06-10,CVNA,-13.0,0.0,0.0,-13.0,19.0,-32.0
2026-06-10,GLXY,519.0,0.0,0.0,519.0,551.0,-32.0
2026-06-10,ETHA,746.0,0.0,0.0,746.0,778.0,-32.0
2026-06-10,GXRP,-20.0,0.0,0.0,-20.0,0.0,-20.0
2026-06-10,BRK.B,15.0,4.0,0.0,19.0,0.0,19.0
2026-06-10,CMG,3.0,0.0,0.0,3.0,22.0,-19.0
2026-06-10,BLSH,131.0,0.0,0.0,131.0,149.0,-18.0
2026-06-10,IREN,905.0,0.0,0.0,905.0,923.0,-18.0
2026-06-10,UPST,102.0,0.0,0.0,102.0,118.0,-16.0
2026-06-10,DKNG,0.0,35.0,0.0,35.0,50.0,-15.0
2026-06-10,IBIT,49.70603799102011,1414.2939620089796,0.0,1463.9999999999998,1478.0,-14.000000000000227
