underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
IBIT,"BITU, BITX, BTCL, IBIT",1774.4748207380026,6199.5712664420025,4
NVTS,"NVTS, NVTX",937.2655189599973,59804.49448104,2
XRPZ,"UXRP, XRPT, XRPZ, XXRP",905.5373527320025,50934.822647267996,4
GLXY,"GLGG, GLXU, GLXY",788.3380007695014,40066.6219992305,3
WULF,"WULF, WULX",750.7089866799997,20071.41101332,2
CIFR,"CIFG, CIFR",696.7157363723982,17925.784263627604,2
AVAV,"AVAV, AVXX",632.4725888000012,21329.527411199997,2
CRDO,"CRDO, CRDU",594.6863140799996,17094.27368592,2
LEU,"LEU, LEUX",590.0783987199993,11588.92160128,2
ACHR,"ACHR, ARCX",566.9564895999993,12078.4035104,2
IONQ,"IONL, IONQ, IONX, QPUX",530.5436547450045,40599.169929105,4
META,"FBL, META, METU",529.4702618999956,3095.6190852999953,3
CLS,"CLS, CSEX",486.3830171999998,20108.6169828,2
GDX,"GDX, GDXU, NUGT",436.9377104200007,7887.86228958,3
LAC,"LAC, LACG",420.83194743199965,10941.948052568001,2
UUUU,"UUUG, UUUU",333.187022100401,30597.612977899596,2
CLSK,"CLSK, CLSX",331.5840513999992,17405.395948600002,2
GDXJ,"GDXJ, JNUG",312.8617142400001,3248.25828576,2
PLUG,"PLUG, PLUL",312.58538180879987,14932.1546181912,2
ETHA,"ETHA, ETHT, ETHU, ETU",302.2995152000003,36319.7804848,4
KEEL,"KEEL, KEEX",294.43261446500037,27403.327385535,2
QCOM,"QCML, QCMU, QCOM",265.6095260000001,2388.5862979999997,3
KTOS,"KTOS, KTUP",245.98561343999972,4918.51438656,2
STX,"STX, STXL, STXX",238.37302056,9446.926979439999,3
DUOL,"DUOG, DUOL",235.1600833407997,7886.939916659201,2
INTC,"INTC, INTW, LINT",227.53083551999953,11627.26916448,3
BE,"BE, BEG, BEX",216.77471255999626,53135.16528744,3
SOUN,"SOUN, SOUX",202.88938540260096,8705.9106145974,2
FIGR,"FGRU, FIGR",200.38997560000007,7487.4900244,2
FCX,"FCX, FCXG",198.67805514780002,2882.3219448522,2
NIO,"NIO, NIOG",193.01826690600024,2262.1817330940003,2
NEM,"NEM, NEMG",162.89320705999967,2679.9297889400004,2
SOXX,"SOXL, SOXX",162.8880306000001,7222.5819294,2
ORCL,"ORCL, ORCU, ORCX",160.64611323999998,7227.35388676,3
SHOP,"SHOP, SHPU",150.44150111999943,5331.63849888,2
PAAS,"PAAS, PAAU",139.47113849349967,4073.1153435065,2
VRT,"VRT, VRTL",129.07657392999977,4169.05597207,2
JOBY,"JOBX, JOBY",123.62098939999964,3155.7790106,2
SPOT,"SPOG, SPOT",112.36116969000022,2661.37883031,2
CORZ,"CORZ, COZX",112.32407999999987,5646.35592,2
OSCR,"OSCR, OSCX",109.6301658243001,9255.4698341757,2
QS,"QS, QSU",108.61915184999907,9394.060848150002,2
DNN,"DNN, DNNG",108.55812830080004,3223.6018716992003,2
EWY,"EWY, KORU",107.44576911999957,13322.55423088,2
URA,"URA, URAA",98.73458101999995,4294.26541898,2
UEC,"UEC, UECG",97.0348093319999,15801.405190668,2
CHNL,"CHNL, CHNU",85.07140316360005,2270.8716772364005,2
SOFI,"SOFA, SOFI, SOFX",84.69943351599977,10974.820566484,3
COHR,"COHR, COHX",81.4753483200011,14002.444651680002,2
FXI,"FXI, YINN",72.98084940000012,2670.5746926,2
TDOG,"TDOG, TXXD",69.53944937599954,13405.180550624,2
BULL,"BULG, BULL",62.64353970000002,4635.3564602999995,2
COPX,"COPX, COPZ",61.73212773999967,3876.74787226,2
BABA,"BABA, BABU, BABX",61.55933327880223,2470.646163418802,3
ZETA,"ZETA, ZETX",61.17479500000036,8185.965204999999,2
GEV,"GEV, GEVG, GEVX",57.94623323399969,6557.113766766,3
ALB,"ALB, ALBG",56.28991627079972,3056.9900837292,2
AVGO,"AVGG, AVGO, AVL",45.082475987999715,4424.317524012,3
PONY,"PONX, PONY",33.09240864000003,6370.10759136,2
MRVL,"MRVL, MVLL",30.030851840000196,4413.96914816,2
TER,"TER, TERG",27.593112956799814,9238.2744430432,2
RKT,"RKT, RKTL",23.431030670000837,14794.56896933,2
LRCX,"LRCU, LRCX",21.05146331999981,2444.40853668,2
CRWD,"CRWD, CRWL",17.357372479999867,1468.46262752,2
ANET,"ANEL, ANET",12.394540949999964,3597.8054590499996,2
UNH,"UNH, UNHG",10.329551999999921,1683.140364,2
MSFT,"MSFT, MSFU, MSFX",7.779600039999991,2944.17124396,3
NOW,"NOW, NOWL",0.6021395599998414,3398.3778604400004,2
MARA,"MARA, MRAL",-0.7676422196504973,1744.2128335083496,2
NFLX,"NFLU, NFLX, NFXL",-2.073255223300066,2953.2732552233,3
CEG,"CEG, CEGX",-2.105904750000036,2601.32212875,2
TXN,"TXN, TXNU",-3.1642702200000485,574.1242702200001,2
LMND,"LMND, LMNX",-6.1548376383993855,7467.7548376384,2
HUT,"HUT, HUTG",-6.5405627000000095,23897.0805627,2
PLTR,"PLTA, PLTG, PLTR, PLTU, PTIR",-9.489428499999121,20604.089428500003,5
NVO,"NVO, NVOX",-10.098672020000095,3007.1786720200007,2
TSM,"TSM, TSMG, TSMU",-12.993933192888562,4735.550244340111,3
NVDA,"NVDA, NVDB, NVDG, NVDL, NVDU",-14.294335804800198,3919.1924898047996,5
OKLO,"OKLL, OKLO",-14.462078340002336,46865.34207834,2
ARM,"ARM, ARMG",-14.976265320000039,6199.41626532,2
CPNG,"CPNG, CPNX",-15.589802568000096,3883.1898025679993,2
RIOT,"RIOT, RIOX",-15.6604595517083,6501.120111168291,2
ASML,"ASML, ASMU",-24.742117000000007,3790.962117,2
PYPL,"PYPG, PYPL",-40.03450171999975,2174.62374172,2
MRNA,"MRNA, MRNX",-45.164836699999796,8548.5648367,2
UBER,"UBER, UBRL",-47.23128672000007,2312.23128672,2
HIMS,"HIMS, HIMZ",-58.46278706021985,15628.437230699781,2
GEMI,"GEMG, GEMI",-59.076652919999106,13654.29665292,2
APP,"APP, APPX",-61.92918907999956,20012.329189080003,2
DKNG,"DKNG, DKNX",-64.17818531199987,3314.9781853120003,2
GOOGL,"GGLL, GOOGL, GOOX, GOU",-70.0324968604001,2193.1349068604,4
VST,"VST, VSTL",-70.15716140800009,2343.477161408,2
MP,"MP, MPG, MPL",-72.90616044399985,4014.186160444,3
SBUX,"SBU, SBUX",-73.42200843520004,905.9020084352001,2
DELL,"DELL, DLLL",-80.70017984000015,5056.020179839999,2
TEM,"TEM, TEMT",-85.76759371999924,12447.487593720001,2
XPEV,"XPEG, XPEV",-86.8227906799998,2826.02279068,2
TTD,"TTD, TTDU",-87.05151870000009,2325.0515187,2
CRM,"CRM, CRMG",-95.93382025000005,2306.95382025,2
UPST,"UPST, UPSX",-96.3442640000012,13898.164264000001,2
BIDU,"BIDG, BIDU",-98.96459679999975,2342.5645968,2
EWW,"EWW, MEXX",-100.03773252000019,3935.3896045200004,2
SPY,"SPXL, SPY",-104.44459423999979,3068.44459424,2
XYZ,"XYZ, XYZG",-119.4114323404001,3084.1714323404,2
XOP,"GUSH, XOP",-127.94615773999999,2624.5866877400003,2
IWM,"IWM, URTY",-134.0512217999999,1930.6217458,2
AAPL,"AAPB, AAPL",-146.6789572,1273.6389572,2
BA,"BA, BOEG, BOEU",-156.22205087500015,4020.642050875,3
IBM,"IBM, IBX",-165.8582481200001,2945.85824812,2
MU,"MU, MULL, MUU",-166.27766858413088,19571.05281731587,3
KLAC,"KLAC, KLAG",-167.7929010000007,5741.717481,2
QQQ,"QQQ, TQQQ",-167.90921468999977,3064.22921469,2
CNC,"CNC, CNCG",-175.00062014800005,2498.440620148,2
ADBE,"ADBE, ADBG",-176.2622202,3066.2822201999998,2
TSLA,"TSLA, TSLI, TSLL, TSLR, TSLT",-186.59626733000027,9247.07626733,5
SNOW,"SNOU, SNOW",-188.45946078000088,9247.85946078,2
WDC,"WDC, WDCX",-198.3962050600012,11935.23485306,2
CMG,"CMG, CMGG",-208.40980542750003,1197.5098054275,2
SMCI,"SMCI, SMCL, SMCX",-209.6220391016359,14565.900133298364,3
USAR,"USAR, USGG",-227.26991264000208,20720.229912640003,2
