underlying,etf,delta,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl,bucket,symbol
MSTR,SMST,-1.963049,0.0,7072.876126753071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7072.876126753071,bucket_4,
CRCL,CRCD,-1.992655,0.0,6727.518584711534,0.0,0.0,0.0,-504.1,24.874181219545687,0.0,0.0,6248.292765931079,bucket_4,
QBTS,QBTZ,-1.997238,0.0,5929.1182420000005,0.0,0.0,0.0,-494.24,50.588269856894215,0.0,0.0,5485.466511856895,bucket_4,
MSTR,MSTZ,-1.988216,0.0,4043.227372753071,0.0,0.0,0.0,-42.21,18.858712458767616,0.0,0.0,4019.8760852118385,bucket_4,
COIN,CONI,-1.925132,0.0,3627.6245473915906,0.0,0.0,0.0,-15.93,1.5202862322145028,0.0,0.0,3613.214833623805,bucket_4,
NBIS,NBIZ,-2.037087,0.0,3424.712967267087,0.0,0.0,0.0,-135.75,32.05945794973266,0.0,0.0,3321.02242521682,bucket_4,
CRWV,CORD,-2.005892,0.0,2959.524628000002,0.0,0.0,0.0,-346.73,41.13040877407233,0.0,0.0,2653.925036774074,bucket_4,
LITE,LITZ,-1.999762,0.0,1983.2540259999992,0.0,0.0,0.0,-41.300000000000004,33.762889918950584,0.0,0.0,1975.7169159189498,bucket_4,
IREN,IREZ,-2.008665,0.0,2057.711520546124,0.0,0.0,0.0,-870.88,45.34111779411702,0.0,0.0,1232.1726383402415,bucket_4,
XLK,WEBS,-2.744104,313.26477971,0.0,0.0,0.0,0.0,-1.1875,0.0,0.0,0.0,312.07727971,bucket_4,
QQQ,QID,-1.994915,72.44317078,0.0,0.0,0.0,0.0,-0.79,0.0,0.0,0.0,71.65317078,bucket_4,
MU,MUZ,-2.0,4.4114826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4114826,bucket_4,
XLE,DUG,-1.990282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
CELH,CELT,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
DKNG,DKUP,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
HOOD,HOOZ,-2.008836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
AUR,AURU,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
LYFT,LYFX,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
KEEL,BTFL,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
IWM,TZA,-2.997545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
IWM,TWM,-2.002798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
NEM,NWMX,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
DASH,DASX,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
IONQ,IONZ,-2.015946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
IBIT,BTCZ,-1.99595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
NVDA,NVD,-2.000177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
NET,NETX,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
NVDA,NVDS,-1.495219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
QS,QSX,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
OKTA,OKTX,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
AXON,AXUP,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
BMNR,BMNZ,-1.987515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
BLSH,BLSX,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
XRPZ,XRP,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
XLF,SKF,-1.998082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
XOP,DRIP,-1.995651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
XRPZ,GXRP,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
TSM,STSM,-1.995463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
SMCI,SMCZ,-2.008903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
SPCX,SPCG,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
OKLO,OKLS,-2.000732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
SPY,SPXU,-2.992115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
SVIX,UVIX,-1.991402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
SPY,SPXS,-2.994047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
SPHB,HIBS,-3.005216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
TLT,TBX,-1.37072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
TLT,TMV,-2.989937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
TLT,TBT,-2.000061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
SPCX,SNK,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
USO,SCO,-1.744845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
UPXI,PXIU,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
TSLA,TSDD,-2.007466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
XLK,FNGD,-2.904557,0.0,0.0,0.0,0.0,0.0,-0.1275,0.0,0.0,0.0,-0.1275,bucket_4,
XLK,REW,-2.005936,0.0,0.0,0.0,0.0,0.0,-0.1275,0.0,0.0,0.0,-0.1275,bucket_4,
XLK,TECS,-2.99742,0.0,0.0,0.0,0.0,0.0,-0.1275,0.0,0.0,0.0,-0.1275,bucket_4,
DIA,DXD,-2.002074,-24.50723037,0.0,0.0,0.0,0.0,-1.8625,0.0,0.0,0.0,-26.36973037,bucket_4,
DIA,SDOW,-2.999225,-26.86841554,0.0,0.0,0.0,0.0,-1.1925,0.0,0.0,0.0,-28.06091554,bucket_4,
BKNG,BKNU,-1.0,-42.80836925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.80836925,bucket_4,
BE,BEZ,-2.012958,0.0,588.6684813779464,0.0,0.0,0.0,-824.28,23.628634129474232,0.0,0.0,-211.9828844925794,bucket_4,
AMD,DAMD,-2.024538,0.0,-400.7824839964425,0.0,0.0,0.0,-8.39,6.473641152855466,0.0,0.0,-402.69884284358704,bucket_4,
RGTI,RGTZ,-1.986443,0.0,-1336.934775,0.0,0.0,0.0,-135.06,25.565115865850125,0.0,0.0,-1446.4296591341497,bucket_4,
SNDK,SNDQ,-2.020809,0.0,-2095.75357132633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2095.75357132633,bucket_4,
RKLB,RKLZ,-1.994172,0.0,-2007.5948510000003,0.0,0.0,0.0,-328.34,33.12194144935239,0.0,0.0,-2302.812909550648,bucket_4,
ASTS,ASTN,-1.988667,0.0,-1696.7880310000019,0.0,0.0,0.0,-860.3,83.52406722010633,0.0,0.0,-2473.563963779896,bucket_4,
SPCX,SSPC,-2.0,0.0,-2522.513783,0.0,0.0,0.0,-24.54,52.861306015563436,0.0,0.0,-2494.1924769844363,bucket_4,
AAL,,,-7.41950528,0.0,0.0,0.0,0.0,-45.63,0.0,0.0,0.0,-53.049505280000005,bucket_1,AALG
AAOI,,,-2137.16460857,2700.253963,0.0,0.0,0.0,-631.67,73.80354253824052,0.0,0.0,5.222896968240747,bucket_1,AAOX
AAPL,,,-2271.3166987,-116.184563,0.0,0.0,0.0,-66.78,1.4427398874146709,0.0,0.0,-2452.8385218125854,bucket_1,AAPB
AAPL,,,-431.64102638,0.0,0.0,0.0,-22.97,-71.8,0.0,0.0,0.0,-526.41102638,bucket_1,AAPU
AAPL,,,-272.18401598,0.0,0.0,0.0,0.0,-13.16,0.0,0.0,0.0,-285.34401598000005,bucket_1,AAPX
ABNB,,,-299.05013925,0.0,0.0,0.0,0.0,-7.93,0.0,0.0,0.0,-306.98013925,bucket_1,ABNG
ADBE,,,141.02278254,293.075731,0.0,0.0,0.0,-20.18,2.446118943090039,0.0,0.0,416.36463248309,bucket_1,ADBG
AFRM,,,-466.92238267,-739.281239,0.0,0.0,0.0,-63.12,5.574177485073941,0.0,0.0,-1263.749444184926,bucket_1,AFRU
