underlying,symbols,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
MSTR,"MSTR, MSTU, MSTW, MSTX, MSTY, MTYY",2286.1545754500003,15026.627511,-0.37,0.0,-10639.91,-1241.63,202.0679233324134,0.0,0.0,5632.940009782415
MARA,"MAAY, MARA, MARO",979.7263744200001,11817.500032,-9.29,0.0,-8177.860000000001,-729.3800000000001,212.0445267316383,0.0,0.0,4092.7409331516365
CRML,"CRML, CRMU",0.0,3787.1169670000004,0.0,0.0,0.0,-309.11,51.99629991514887,0.0,0.0,3530.003266915149
NVTS,"NVTS, NVTX",0.0,3776.452244,0.0,0.0,0.0,-535.78,125.20828335936109,0.0,0.0,3365.8805273593607
GDX,"GDX, GDXU, NUGT",-170.39822705,3425.958775,0.0,0.0,-10.84,-40.89,34.83080117320468,0.0,0.0,3238.6613491232047
BLSH,"BLSG, BLSH",1753.26777316,302.70617799999997,0.0,0.0,0.0,-59.14,18.239812733559702,0.0,0.0,2015.0737638935595
CRWV,"CRWG, CRWU, CRWV, CWVX",178.71005473,1078.04632,0.0,0.0,0.0,-203.7,58.8525155788551,0.0,0.0,1111.9088903088552
META,"FBL, FBY, FBYY, META, METU, METW",666.85666068,2014.822118,12.6,0.0,-1501.34,-183.14,92.31587589137716,0.0,0.0,1102.114654571377
IREN,"IRE, IREG, IREN, IREX",0.0,1242.4648729999994,0.0,0.0,0.0,-254.42999999999998,59.998208239096364,0.0,0.0,1048.0330812390957
NBIS,"NBIG, NBIL, NBIS, NEBX",-50.607662499999996,1165.7577230000006,0.0,0.0,0.0,-169.14,100.45820816630278,0.0,0.0,1046.4682686663036
CRCL,"CCUP, CRCA, CRCG, CRCL",-10.19988844,1163.4643880000003,0.0,0.0,0.0,-187.68,80.18138746829553,0.0,0.0,1045.7658870282958
SLV,SLV,950.869985,0.0,0.0,0.0,0.0,-0.5800000000000001,0.0,0.0,0.0,950.289985
XRPZ,"GXRP, UXRP, XRPT, XXRP",-1439.7644517400004,2274.28141,0.0,0.0,-11.16,-106.30000000000001,50.24415633722654,0.0,0.0,767.3011145972259
RCAT,"RCAT, RCAX",0.0,824.4605439999996,0.0,0.0,0.0,-109.91,24.429789237858156,0.0,0.0,738.9803332378578
TSLA,"TSLA, TSLI, TSLL, TSLR, TSLT, TSLW, TSLY",1020.4489595800001,262.62019,0.0,0.0,-402.9,-242.5,69.694346258705,0.0,0.0,707.3634958387049
TER,"TER, TERG",-3.350405,842.251377,3.12,0.0,0.0,-191.12,22.14100506928694,0.0,0.0,673.041977069287
IONQ,"IONL, IONQ, IONX, IOYY, QPUX",0.0,2965.2865859999993,0.0,0.0,-2091.64,-405.7,202.63765210546381,0.0,0.0,670.5842381054636
ASTS,"ASTS, ASTX",121.69252075,558.7359810000007,0.0,0.0,0.0,-101.77,19.242862813251424,0.0,0.0,597.9013645632513
RDW,"RDW, RDWU",0.0,690.177215,0.0,0.0,0.0,-130.71,12.212408223719713,0.0,0.0,571.6796232237198
CORZ,"CORZ, COZX",-11.887826,564.179056,0.0,0.0,0.0,-69.75,29.218203888754708,0.0,0.0,511.7594338887543
FLY,"FLY, FLYT",0.0,587.328884,0.0,0.0,0.0,-97.72,21.299608930437916,0.0,0.0,510.9084929304379
NVDA,"NVDA, NVDB, NVDG, NVDL, NVDU, NVDY",117.45165721000001,768.6022709999997,1.44,0.0,-167.34,-306.63,96.59220788584656,0.0,0.0,510.11613609584583
UEC,"UEC, UECG",-18.90443527,554.972522,0.0,0.0,0.0,-56.75,18.00192209037448,0.0,0.0,497.32000882037437
PLUG,"PLUG, PLUL",0.0,673.256972000001,0.0,0.0,0.0,-230.48,43.26274111167031,0.0,0.0,486.0397131116715
WULF,"WULF, WULX",0.0,604.6389129999998,0.0,0.0,0.0,-166.22,35.230881288508456,0.0,0.0,473.649794288508
URA,"URA, URAA",0.0,513.045572,0.0,0.0,-42.69,-24.23,16.686313006748623,0.0,0.0,462.8118850067486
LEU,"LEU, LEUX",0.0,637.5860640000001,0.0,0.0,0.0,-199.54,19.05535036223133,0.0,0.0,457.1014143622315
RIOT,"RIOT, RIOX",468.883327,0.0,0.0,0.0,0.0,-11.95,0.0,0.0,0.0,456.933327
OKLO,"OKLL, OKLO",0.0,590.843179,0.0,0.0,0.0,-152.08,17.32382473842974,0.0,0.0,456.08700373842976
COIN,"COIA, COIG, COIN, COIW, CONL, CONX, CONY",1741.2357913199999,-1036.611417,0.0,0.0,-179.87,-124.07,45.058186218469565,0.0,0.0,445.7425605384696
MRNA,"MRNA, MRNX",18.78210107999999,489.264104,0.0,0.0,0.0,-77.99,15.163376814895736,0.0,0.0,445.2195818948957
PLTR,"PLTA, PLTR, PLTU, PLTW, PTIR",993.91680568,81.23732000000018,0.0,0.0,-454.58,-229.02,52.385516395999424,0.0,0.0,443.9396420759995
KEEL,"BTFL, KEEX",0.0,426.69351899999947,0.0,0.0,0.0,-50.5,45.86358700513379,0.0,0.0,422.0571060051334
QBTS,"QBTS, QBTX, QBY",0.0,722.2306420000003,0.0,0.0,-200.5,-154.37,52.51871067475339,0.0,0.0,419.87935267475393
HOOD,"HODU, HOOD, HOOG, HOOW, HOOX, HOOY, ROBN",3705.18488328,-2589.3110619999998,0.0,0.0,-669.09,-75.84,30.752921768676586,0.0,0.0,401.6967430486766
BMNR,"BMNG, BMNR, BMNU",674.92111151,0.0,0.0,0.0,0.0,-283.03999999999996,0.0,0.0,0.0,391.88111151
LITE,"LITE, LITX",0.0,399.1767749999999,0.0,0.0,0.0,-30.95,22.24902937807534,0.0,0.0,390.4758043780753
EWJ,EWJ,388.675936,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,388.275936
CIFR,"CIFG, CIFR",0.0,521.0053599999999,0.0,0.0,0.0,-153.96,20.474508243268733,0.0,0.0,387.51986824326855
AVGO,"AVGG, AVGO, AVL",0.0,421.5688620000001,34.45,0.0,-30.49,-105.52000000000001,55.497909414614206,0.0,0.0,375.5067714146153
VRT,"VRT, VRTL",-205.89726944,617.0019499999999,2.06,0.0,0.0,-78.79,30.591612097939798,0.0,0.0,364.96629265794036
RKLB,"RKLB, RKLX",0.0,365.9874349999998,0.0,0.0,0.0,-25.740000000000002,22.293401969504007,0.0,0.0,362.54083696950374
TSM,"TSM, TSMG, TSMU, TSMY",82.82289362,457.820831,37.56,-7.89,-138.64,-119.96000000000001,35.61523973564226,0.0,0.0,347.3289643556425
BBAI,"BAIG, BBAI",0.0,430.65711199999987,0.0,0.0,0.0,-112.89,26.53339434168268,0.0,0.0,344.3005063416824
USAR,"USAR, USGG",0.0,555.7329010000003,0.0,0.0,0.0,-247.48000000000002,31.68455492750855,0.0,0.0,339.9374559275084
HUT,"HUT, HUTG",0.0,420.8499240000001,0.0,0.0,0.0,-133.05,46.99489682539474,0.0,0.0,334.7948208253947
RKT,"RKT, RKTL",14.0651807,328.9639709999999,0.0,0.0,0.0,-38.57,13.225709902120812,0.0,0.0,317.6848616021207
SNOW,"SNOU, SNOW, SNOY",734.35125347,-278.9449239999999,0.0,0.0,-114.75,-41.59,15.441470556004683,0.0,0.0,314.50780002600504
RGTI,"RGTI, RGTX",0.0,340.506078,0.0,0.0,0.0,-73.86,18.952298843861666,0.0,0.0,285.5983768438617
SOEZ,"SOEZ, SOLT",13.511677599999999,314.58643700000005,19.7,0.0,-21.98,-62.55,19.827509957558043,0.0,0.0,283.09562455755815
ALAB,"ALAB, LABX",2.4e-07,294.8313909999997,0.0,0.0,0.0,-68.5,49.10232715261828,0.0,0.0,275.4337183926182
CEG,"CEG, CEGX",5.9e-07,332.07964200000004,14.93,0.0,0.0,-130.17,19.770055102104724,0.0,0.0,236.6096976921048
FIGR,"FGRU, FIGR",264.31496168,108.70658400000002,0.0,0.0,0.0,-172.65,30.87586444872117,0.0,0.0,231.24741012872119
KLAC,"KLAC, KLAG",0.0,254.82530900000006,11.4,0.0,0.0,-64.41,23.833398657716536,0.0,0.0,225.6487076577166
SOXX,"SOXL, SOXX",1023.0216799,-825.579205,0.0,0.0,4.16,-9.38,28.376884254373667,0.0,0.0,220.59935915437336
UUUU,"UUUG, UUUU",0.0,247.08511700000003,0.0,0.0,0.0,-52.94,17.14021401527665,0.0,0.0,211.28533101527665
APP,"APP, APPX",0.0,219.682596,0.0,0.0,0.0,-29.91,19.793618478242703,0.0,0.0,209.56621447824273
HIMS,"HIMS, HIMZ, HMYY",-63.22327532,630.4274479999999,0.0,0.0,-350.15,-71.34,43.5601904831783,0.0,0.0,189.27436316317824
CRM,"CRM, CRMG",0.0,208.81788099999994,22.44,0.0,0.0,-72.27,15.67909343355197,0.0,0.0,174.6669744335518
XLK,"WEBS, XLK",174.73186271000003,0.0,0.0,0.0,0.0,-1.67,0.0,0.0,0.0,173.06186271000004
CMG,"CMG, CMGG",567.93314174,-367.67423500000007,0.0,0.0,0.0,-53.56,12.304443098700196,0.0,0.0,159.00334983870016
MSFT,"MSFL, MSFO, MSFT, MSFU, MSFW, MSFX",1128.48841178,-615.6356769999998,66.43,0.0,-285.06,-206.09,55.21059688511361,0.0,0.0,143.3433316651135
QUBT,"QUBT, QUBX",0.0,335.12883800000054,0.0,0.0,0.0,-266.57,71.04748078387526,0.0,0.0,139.6063187838754
DUOL,"DUOG, DUOL",0.0,128.97668799999997,0.0,0.0,0.0,-5.27,15.613796870130654,0.0,0.0,139.3204848701306
XPEV,"XPEG, XPEV",143.78664600000002,4.541832999999997,0.0,0.0,0.0,-12.91,3.3451578624453076,0.0,0.0,138.76363686244534
GEV,"GEV, GEVX",-34.533062109999996,189.99593000000004,5.0,0.0,0.0,-55.95,24.457330846331118,0.0,0.0,128.97019873633099
FIG,"FIG, FIGG",-0.56750918,132.65265499999987,0.0,0.0,0.0,-19.490000000000002,10.335218092883338,0.0,0.0,122.93036391288342
CLS,"CLS, CSEX",-52.838314,179.965905,0.0,0.0,0.0,-26.8,10.173487647572658,0.0,0.0,110.50107864757265
LLY,"ELIL, LLY",214.68161264999998,-72.020127,8.65,0.0,-2.23,-42.68,3.9213512630400897,0.0,0.0,110.32283691304005
SPOT,"SPOG, SPOT",82.02639431,43.95748600000002,0.0,0.0,0.0,-21.45,3.133661260713345,0.0,0.0,107.66754157071335
UBER,"UBER, UBRL",-60.21031285,162.55169400000003,0.0,0.0,0.0,-12.34,17.132716577414566,0.0,0.0,107.13409772741457
LAC,"LAC, LACG",0.0,199.93798600000014,0.0,0.0,0.0,-113.59,18.349979167451554,0.0,0.0,104.69796516745168
FXI,"FXI, YINN",0.0,107.318644,0.0,0.0,-5.57,-10.21,13.154943269238894,0.0,0.0,104.6935872692389
ETHA,"ETHA, ETHT, ETHU, ETU",1811.5574393,-1622.797076,-0.81,0.0,-15.36,-132.26,62.98884439692026,0.0,0.0,103.31920769691988
CSCO,"CSCL, CSCO",146.5041246300001,0.0,49.05,0.0,-25.45,-70.69,0.0,0.0,0.0,99.41412463000006
SATS,"SATG, SATS",0.0,145.11385199999995,0.0,0.0,0.0,-59.44,8.819702834424554,0.0,0.0,94.49355483442451
U,"U, UNX",-0.52029459,92.43789300000003,0.0,0.0,0.0,-22.97,24.77941465652882,0.0,0.0,93.7270130665288
SOUN,"SOUN, SOUX",0.0,101.97478699999999,0.0,0.0,0.0,-24.74,5.109924677584406,0.0,0.0,82.3447116775844
CRDO,"CRDO, CRDU",3.9e-07,136.30279900000005,0.0,0.0,0.0,-95.88,39.05522488614934,0.0,0.0,79.47802427614988
XBI,"LABU, XBI",96.87486328000003,0.0,0.0,0.0,0.0,-17.64,0.0,0.0,0.0,79.23486328000001
FCX,"FCX, FCXG",0.0,76.08158400000002,6.15,0.0,0.0,-9.41,5.287568052235019,0.0,0.0,78.109152052235
BA,"BA, BOEG, BOEU",16.50198074,170.26613599999996,0.0,0.0,-16.68,-133.46,39.62327056090419,0.0,0.0,76.2513873009043
ISRG,"ISRG, ISUL",98.83789711999998,0.0,0.0,0.0,0.0,-22.73,0.0,0.0,0.0,76.10789711999996
SMCI,"SMCI, SMCL",-16.34270398,147.32706100000001,0.0,0.0,0.0,-65.83,9.908246657084428,0.0,0.0,75.06260367708444
KWEB,"CWEB, KWEB",0.0,100.45852599999921,0.0,0.0,-29.95,-11.12,15.1083318501838,0.0,0.0,74.496857850183
LRCX,"LRCU, LRCX",0.0,84.22253599999999,0.0,0.0,0.0,-17.02,6.231288917007896,0.0,0.0,73.43382491700788
OPEN,"OPEG, OPEN, OPEX",-127.80801094,384.1026270000002,0.0,0.0,0.0,-230.79999999999998,47.07583855251805,0.0,0.0,72.57045461251846
NU,"NU, NUG",-12.65884,154.78990999999996,0.0,0.0,0.0,-83.9,12.388942283584608,0.0,0.0,70.6200122835844
AAPL,"AAPB, AAPL, AAPU, AAPX, APLY",-615.52018524,922.9917680000001,21.84,0.0,-139.07999999999998,-168.21,37.14636190556905,0.0,0.0,59.16794466556894
NET,"NET, NETG",0.0,68.132883,0.0,0.0,0.0,-10.14,1.0196515492434777,0.0,0.0,59.01253454924351
QS,"QS, QSU",0.0,74.828755,0.0,0.0,0.0,-26.52,10.161705959503669,0.0,0.0,58.470460959503725
OKTA,"OKTA, OKTG",0.0,81.28419600000001,0.0,0.0,0.0,-30.28,5.4576757367895565,0.0,0.0,56.46187173678956
SOFI,"SOFA, SOFI, SOFX",-33.372794,141.2612549999999,0.0,0.0,-13.16,-59.18,19.74989617479187,0.0,0.0,55.29835717479182
