run_date,underlying,qty_b1,qty_b2,qty_b4,ledger_total,ibkr_position,diff_ledger_minus_ibkr
2026-03-02,INV,-1000.0,0.0,0.0,-1000.0,9000.0,-10000.0
2026-03-02,QDEL,6000.0,0.0,0.0,6000.0,14000.0,-8000.0
2026-03-02,JPM,36.0,0.0,0.0,36.0,7612.0,-7576.0
2026-03-02,JILL,-6100.0,0.0,0.0,-6100.0,700.0,-6800.0
2026-03-02,BFF,-4000.0,0.0,0.0,-4000.0,0.0,-4000.0
2026-03-02,HEI.A,1.0,0.0,0.0,1.0,3356.0,-3355.0
2026-03-02,3905,3000.0,0.0,0.0,3000.0,0.0,3000.0
2026-03-02,FTRE,500.0,0.0,0.0,500.0,2500.0,-2000.0
2026-03-02,ASO,2.0,0.0,0.0,2.0,1294.0,-1292.0
2026-03-02,LBRDP,22.0,0.0,0.0,22.0,1267.0,-1245.0
2026-03-02,SPHR,-1000.0,0.0,0.0,-1000.0,0.0,-1000.0
2026-03-02,VSTS,-1000.0,0.0,0.0,-1000.0,0.0,-1000.0
2026-03-02,OPEN,633.0,0.0,0.0,633.0,755.0,-122.0
2026-03-02,MARA,0.0,1007.0,0.0,1007.0,1066.0,-59.0
2026-03-02,AI,0.0,-40.0,0.0,-40.0,0.0,-40.0
2026-03-02,ETHA,1253.0,0.0,0.0,1253.0,1285.0,-32.0
2026-03-02,GLXY,-32.0,0.0,0.0,-32.0,0.0,-32.0
2026-03-02,GXRP,-20.0,0.0,0.0,-20.0,0.0,-20.0
2026-03-02,CMG,185.0,0.0,0.0,185.0,204.0,-19.0
2026-03-02,BRK.B,15.0,4.0,0.0,19.0,0.0,19.0
2026-03-02,IREN,195.0,0.0,0.0,195.0,213.0,-18.0
2026-03-02,BLSH,256.0,0.0,0.0,256.0,274.0,-18.0
2026-03-02,UPST,-16.0,0.0,0.0,-16.0,0.0,-16.0
2026-03-02,DKNG,17.311552028591386,98.68844797140862,0.0,116.0,131.0,-15.0
