leg_type,symbol,underlying,pair,gross_usd,matched_usd,f_hedged,f_source,daily_pnl,hedged_daily,unhedged_daily,ytd_pnl
etf,ASTN,ASTS,ASTN|ASTS,15202.063827499998,3599.24,0.11799402077799809,book,1919.9580638097461,226.54357167405217,1693.414492135694,3642.490455744015
underlying,ASTS,ASTS,ASTS (spot),3599.24,3599.24,1.0,book,0.0,0.0,0.0,86.46890445063927
etf,BEZ,BE,BEZ|BE,17156.0736,16939.440000000002,0.4916411603157467,book,-281.5430771844475,-138.4181651458276,-143.1249120386199,-677.8820110271245
underlying,BE,BE,BE (spot),16939.440000000002,16939.440000000002,1.0,book,0.0,0.0,0.0,0.0
etf,BKNU,BKNG,BKNU|BKNG,,,0.0,carry,0.0,0.0,0.0,-42.80836925
etf,CRCD,CRCL,CRCD|CRCL,5727.88760544,5727.88760544,0.5033059652326305,book,-105.21079141368017,-52.95321892535125,-52.25757248832892,-487.24592073331183
underlying,CRCL,CRCL,CRCL (spot),5727.88760544,5727.88760544,1.0,book,0.0,0.0,0.0,0.0
etf,CORD,CRWV,CORD|CRWV,16231.0324605,16231.0324605,0.49848584923295486,book,-279.78389136077055,-139.4683106866745,-140.31558067409605,-1096.1049374925983
underlying,CRWV,CRWV,CRWV (spot),16231.0324605,16231.0324605,1.0,book,0.0,0.0,0.0,0.0
etf,DXD,DIA,DXD|DIA,,,0.48393330325895,carry,0.0,0.0,0.0,-26.10723037
etf,SDOW,DIA,SDOW|DIA,,,0.3220005223329034,carry,0.0,0.0,0.0,-27.79841554
underlying,DIA,DIA,DIA (spot),,,1.0,carry,0.0,0.0,0.0,-0.525
etf,IREZ,IREN,IREZ|IREN,18281.404548,18281.404548,0.49821117278411853,book,-377.9786699224999,-188.31319642946988,-189.66547349303,198.3119591997015
underlying,IREN,IREN,IREN (spot),18281.404548,18281.404548,1.0,book,0.0,0.0,0.0,0.0
etf,MSDD,MSTR,MSDD|MSTR,1948.77,1948.7699999999998,0.9999999999999999,book,0.0,0.0,0.0,0.0
etf,MSTZ,MSTR,MSTZ|MSTR,3435.2433504,3435.243350399999,0.5027591421722412,book,-97.80630304702368,-49.17301301895988,-48.6332900280638,-440.7306418085744
underlying,MSTR,MSTR,MSTR (spot),5384.0133504,5384.013350399999,0.9999999999999998,book,0.0,0.0,0.0,74.35194977886471
etf,NBIZ,NBIS,NBIZ|NBIS,21244.92978328,21244.92978328,0.49105928362307466,book,-498.32371276708363,-244.70648540379491,-253.61722736328872,853.3718126506928
underlying,NBIS,NBIS,NBIS (spot),21244.92978328,21244.92978328,1.0,book,0.0,0.0,0.0,0.0
etf,QBTZ,QBTS,QBTZ|QBTS,8575.26905898,8575.26905898,0.5005942053217168,book,1853.5890135470763,927.8959192296637,925.6930943174126,8105.686176366671
underlying,QBTS,QBTS,QBTS (spot),8575.26905898,8575.26905898,1.0,book,0.0,0.0,0.0,478.2292524070654
etf,QID,QQQ,QID|QQQ,,,0.0,carry,0.0,0.0,0.0,71.65317078
etf,RKLZ,RKLB,RKLZ|RKLB,1778.9562552999998,1778.9562553,0.4993433634770278,book,169.26624328737583,84.52197524623912,84.7442680411367,234.31756100979985
underlying,RKLB,RKLB,RKLB (spot),1778.9562553,1778.9562553,1.0,book,0.0,0.0,0.0,0.0
etf,WEBS,XLK,WEBS|XLK,,,0.445622099527117,carry,0.0,0.0,0.0,312.20477971
underlying,XLK,XLK,XLK (spot),,,1.0,carry,0.0,0.0,0.0,-0.51
