underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
NBIS,"NBIS, NBIZ",14467.270805932985,28022.588760627015,2
ASTS,"ASTN, ASTS",11602.823827499999,18801.3038275,2
IREN,"IREN, IREZ",3337.7678730000007,33225.04122300001,2
CRWV,"CORD, CRWV",1321.4765355,31140.5883855,2
BE,"BE, BEZ",216.6335999999974,34095.513600000006,2
BLSH,BLSH,0.0,0.0,1
AXON,AXON,0.0,0.0,1
AMD,AMD,0.0,0.0,1
BMNR,BMNR,0.0,0.0,1
IBIT,IBIT,0.0,0.0,1
HOOD,HOOD,0.0,0.0,1
CRCL,"CRCD, CRCL",0.0,11455.77521088,2
DKNG,DKNG,0.0,0.0,1
LITE,LITE,0.0,0.0,1
IONQ,IONQ,0.0,0.0,1
KEEL,KEEL,0.0,0.0,1
IWM,IWM,0.0,0.0,1
NEM,NEM,0.0,0.0,1
MU,MU,0.0,0.0,1
NVDA,NVDA,0.0,0.0,1
NET,NET,0.0,0.0,1
XOP,XOP,0.0,0.0,1
SNDK,SNDK,0.0,0.0,1
OKLO,OKLO,0.0,0.0,1
OKTA,OKTA,0.0,0.0,1
QQQ,QQQ,0.0,0.0,1
QS,QS,0.0,0.0,1
RGTI,RGTI,0.0,0.0,1
SMCI,SMCI,0.0,0.0,1
XRPZ,XRPZ,0.0,0.0,1
TSM,TSM,0.0,0.0,1
SPY,SPY,0.0,0.0,1
TSLA,TSLA,0.0,0.0,1
QBTS,"QBTS, QBTZ",-656.33094102,17806.869058980003,2
COIN,COIN,-1385.9734316027186,1385.9734316027186,1
RKLB,"RKLB, RKLZ",-2889.6497289043973,6447.5622395043965,2
MSTR,"MSDD, MSTR, MSTZ",-5785.675994923517,16553.702695723518,3
