underlying,pnl_total,pnl_share_b1,pnl_share_b2,pnl_share_b4,exp_net_total,exp_share_b1,exp_share_b2,exp_share_b4,ratio_spot_b1,ratio_spot_b2,ratio_spot_b4,diff_exp_b1,diff_exp_b2,diff_exp_b4,diff_pnl_b1,diff_pnl_b2,diff_pnl_b4,max_diff
QBTS,8725.750804458872,0.7816947111557597,0.21830528884424028,0.0,-29853.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7816947111557597,0.21830528884424028,0.0,0.7816947111557597
VALE,362.119007,1.0,0.0,0.0,1200.18,0.41402329301354795,0.0,0.0,0.41402329301354795,0.0,0.0,0.0,0.0,0.0,0.5859767069864521,0.0,0.0,0.5859767069864521
SPCX,15.569358950796982,0.46716844888784065,0.0,0.5328315511121594,-1307.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46716844888784065,0.0,0.5328315511121594,0.5328315511121594
SOXX,7038.576217999999,0.6822888110068189,0.317711188993181,0.0,17446.478472000003,0.16443544321928838,0.8355645567807116,0.0,0.16443544321928838,0.8355645567807116,0.0,0.0,0.0,0.0,0.5178533677875305,0.5178533677875305,0.0,0.5178533677875305
LITE,236.72665791000009,0.48299340925328066,0.0,0.5170065907467193,9624.119999999999,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5170065907467194,0.0,0.5170065907467193,0.5170065907467194
AMD,46566.52591040001,0.6795853156519529,0.31973884755178444,0.0006758367962625863,29568.17,0.2737900554621485,0.7262099445378514,0.0,0.2737900554621485,0.7262099445378514,0.0,0.0,0.0,0.0,0.4057952601898044,0.4064710969860669,0.0006758367962625863,0.4064710969860669
MU,18170.54466321,0.6496289238968519,0.35037107610314816,0.0,26441.1,0.26538458800995424,0.6307787723180958,0.0,0.26538458800995424,0.6307787723180958,0.0,0.0,0.0,0.0,0.38424433588689766,0.2804076962149476,0.0,0.38424433588689766
IONQ,3430.7121452799993,0.7534471992492292,0.24655280075077085,0.0,33687.96,0.37624804637033843,0.6237519536296615,0.0,0.37624804637033843,0.6237519536296615,0.0,0.0,0.0,0.0,0.3771991528788908,0.37719915287889066,0.0,0.3771991528788908
MSTR,-21029.681727000003,0.0050626356993331125,0.9010874834236487,0.09384988087701812,12303.2,0.2631684227764548,0.7368315772235451,0.0,0.2631684227764548,0.7368315772235452,0.0,0.0,1.1102230246251565e-16,0.0,0.2581057870771217,0.16425590620010355,0.09384988087701812,0.2581057870771217
SMCI,2050.488457059999,0.6286741826001779,0.371325817399822,0.0,34000.31,0.3809743739060027,0.5979860695623069,0.0,0.3809743739060027,0.5979860695623069,0.0,0.0,0.0,0.0,0.24769980869417524,0.22666025216248492,0.0,0.24769980869417524
META,-107.9535987699998,0.30899524907622,0.69100475092378,0.0,24120.603714,0.07365979374134665,0.7939895467928999,0.0,0.07365979374134665,0.7939895467928999,0.0,0.0,0.0,0.0,0.23533545533487335,0.1029847958691199,0.0,0.23533545533487335
ASML,1431.901125,0.7649764930522001,0.2350235069477999,0.0,1797.32,0.953223282442748,0.0,0.0,0.953223282442748,0.0,0.0,0.0,0.0,0.0,0.18824678939054795,0.2350235069477999,0.0,0.2350235069477999
HIMS,3611.5811284499996,0.1464888785995702,0.8535111214004298,0.0,15780.420000000002,0.3122829607830463,0.6343981157107985,0.0,0.3122829607830463,0.6343981157107985,0.0,0.0,0.0,0.0,0.1657940821834761,0.21911300568963132,0.0,0.21911300568963132
LRCX,1185.0822301199998,1.0,0.0,0.0,1052.74165,0.8051763165255217,0.0,0.0,0.8051763165255217,0.0,0.0,0.0,0.0,0.0,0.19482368347447832,0.0,0.0,0.19482368347447832
MARA,2275.08131647,0.19644553520326213,0.8035544647967378,0.0,26636.399999999998,0.025303783565346672,0.8934734743614002,0.0,0.025303783565346672,0.8934734743614002,0.0,0.0,0.0,0.0,0.17114175163791545,0.08991900956466248,0.0,0.17114175163791545
COIN,-8341.15644523,0.4850872725730737,0.5149127274269262,0.0,27996.32,0.31973249691010147,0.6802675030898985,0.0,0.31973249691010147,0.6802675030898985,0.0,0.0,0.0,0.0,0.16535477566297224,0.1653547756629723,0.0,0.1653547756629723
CRCL,-10122.062241309999,0.7117356454499273,0.28826435455007277,0.0,28043.36,0.8503031550670104,0.12949132204914104,0.0,0.8503031550670104,0.12949132204914104,0.0,0.0,0.0,0.0,0.13856750961708308,0.15877303250093172,0.0,0.15877303250093172
ASTS,-2058.9836309999996,0.8509356347058384,0.0,0.14906436529416148,31527.6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14906436529416156,0.0,0.14906436529416148,0.14906436529416156
MRNA,1382.141813,1.0,0.0,0.0,1979.83,0.8646029693660567,0.0,0.0,0.8646029693660567,0.0,0.0,0.0,0.0,0.0,0.13539703063394326,0.0,0.0,0.13539703063394326
LMND,1148.6549479999999,1.0,0.0,0.0,1762.7500000000002,0.8657257858085379,0.0,0.0,0.8657257858085379,0.0,0.0,0.0,0.0,0.0,0.13427421419146213,0.0,0.0,0.13427421419146213
CRWV,-2262.208733,0.8706929113533546,0.09467005895477112,0.03463702969187425,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12930708864664542,0.09467005895477112,0.03463702969187425,0.12930708864664542
RKLB,1681.2730299999998,0.874250536468317,0.0,0.1257494635316831,8104.000000000001,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12574946353168304,0.0,0.1257494635316831,0.1257494635316831
PLUG,7676.061901999999,1.0,0.0,0.0,4085.36,0.876081375211242,0.0,0.0,0.876081375211242,0.0,0.0,0.0,0.0,0.0,0.12391862478875804,0.0,0.0,0.12391862478875804
PL,-4510.632788,1.0,0.0,0.0,15161.1,0.8841759765122583,0.0,0.0,0.8841759765122583,0.0,0.0,0.0,0.0,0.0,0.11582402348774168,0.0,0.0,0.11582402348774168
BABA,-8125.059099389999,0.13771752847511026,0.8622824715248897,0.0,21230.37,0.07723077307790681,0.7478709338895176,0.0,0.07723077307790681,0.7478709338895176,0.0,0.0,0.0,0.0,0.060486755397203454,0.11441153763537204,0.0,0.11441153763537204
AVAV,-675.690213,1.0,0.0,0.0,8096.4800000000005,0.8889907403402465,0.0,0.0,0.8889907403402465,0.0,0.0,0.0,0.0,0.0,0.1110092596597535,0.0,0.0,0.1110092596597535
SNDK,20983.353938,0.8914406101587429,0.0,0.10855938984125707,26822.88,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10855938984125713,0.0,0.10855938984125707,0.10855938984125713
NOK,1584.524328,1.0,0.0,0.0,248.79999999999998,0.899665152733119,0.0,0.0,0.899665152733119,0.0,0.0,0.0,0.0,0.0,0.10033484726688102,0.0,0.0,0.10033484726688102
OPEN,-2202.959336,1.0,0.0,0.0,8419.755,0.9014562198354703,0.0,0.0,0.9014562198354703,0.0,0.0,0.0,0.0,0.0,0.09854378016452969,0.0,0.0,0.09854378016452969
FLY,-10931.756475279999,1.0,0.0,0.0,25029.51,0.9092464807021792,0.0,0.0,0.9092464807021792,0.0,0.0,0.0,0.0,0.0,0.09075351929782083,0.0,0.0,0.09075351929782083
LLY,-180.39206261,0.9912950161039239,0.008704983896076096,0.0,1190.36287,0.9027652095700869,0.0,0.0,0.9027652095700869,0.0,0.0,0.0,0.0,0.0,0.08852980653383702,0.008704983896076096,0.0,0.08852980653383702
